order_id,customer_id,order_date,channel,status
100256,1541,2024-11-04,Mobile App,Completed
100257,69,2025-11-27,Web,Completed
100258,871,2024-12-01,Marketplace,Completed
100259,1546,2025-12-16,Marketplace,Completed
100260,1651,2024-03-12,Web,Completed
100261,165,2024-11-04,Web,Completed
100262,1310,2025-05-28,Mobile App,Completed
100263,1331,2024-05-09,Marketplace,Completed
100264,1251,2024-05-12,Mobile App,Returned
100265,1495,2024-11-16,Web,Completed
100266,641,2025-07-10,Mobile App,Cancelled
100267,1365,2023-01-07,Web,Cancelled
100268,1090,2025-01-22,Web,Completed
100269,1240,2024-09-25,Mobile App,Completed
100270,937,2025-10-03,Marketplace,Cancelled
100271,1777,2024-10-08,Mobile App,Completed
100272,1902,2023-08-17,Web,Completed
100273,1013,2025-10-13,Mobile App,Completed
100274,952,2024-05-21,Web,Completed
100275,1817,2025-08-18,Marketplace,Completed
100276,782,2023-09-16,Web,Cancelled
100277,1066,2025-01-06,Web,Completed
100278,119,2025-07-10,Web,Completed
100279,609,2023-04-10,Web,Returned
100280,1731,2024-04-01,Mobile App,Returned
100281,1802,2025-12-11,Mobile App,Cancelled
100282,1221,2025-09-05,Mobile App,Completed
100283,957,2024-07-22,Marketplace,Completed
100284,1402,2025-11-22,Mobile App,Completed
100285,1072,2023-01-15,Mobile App,Completed
100286,356,2024-04-17,Marketplace,Completed
100287,361,2025-03-10,Marketplace,Completed
100288,1675,2023-04-24,Web,Completed
100289,1404,2025-08-25,Mobile App,Completed
100290,1903,2024-11-20,Mobile App,Completed
100291,579,2023-12-24,Web,Returned
100292,1246,2023-10-07,Web,Cancelled
100293,711,2025-08-12,Mobile App,Completed
100294,1054,2025-07-17,Marketplace,Completed
100295,1059,2023-11-15,Web,Completed
100296,922,2024-03-30,Mobile App,Completed
100297,922,2023-06-20,Mobile App,Completed
100298,265,2025-01-10,Web,Completed
100299,80,2025-10-31,Web,Completed
100300,1563,2025-08-04,Web,Completed
100301,953,2025-06-16,Mobile App,Completed
100302,386,2024-06-13,Web,Cancelled
100303,137,2024-10-18,Mobile App,Completed
100304,822,2024-11-21,Web,Completed
100305,257,2024-01-01,Web,Completed
100306,1392,2024-09-19,Mobile App,Returned
100307,1249,2024-11-27,Mobile App,Completed
100308,1463,2023-01-01,Mobile App,Completed
100309,1233,2025-08-23,Web,Completed
100310,1468,2024-09-10,Web,Completed
100311,1449,2024-03-16,Mobile App,Completed
100312,1163,2025-05-08,Marketplace,Completed
100313,777,2023-05-28,Web,Completed
100314,218,2024-06-10,Mobile App,Completed
100315,1667,2023-10-03,Web,Completed
100316,242,2023-10-16,Web,Completed
100317,584,2023-01-20,Web,Completed
100318,1892,2024-03-19,Marketplace,Completed
100319,621,2025-02-23,Web,Completed
100320,1794,2024-10-22,Web,Completed
100321,670,2025-11-08,Web,Completed
100322,1318,2025-09-18,Mobile App,Completed
100323,1795,2024-10-22,Mobile App,Cancelled
100324,921,2024-11-30,Mobile App,Completed
100325,1423,2024-10-31,Web,Completed
100326,98,2024-01-20,Mobile App,Completed
100327,347,2025-11-23,Web,Returned
100328,1467,2025-04-26,Web,Returned
100329,238,2024-08-22,Mobile App,Cancelled
100330,293,2025-09-03,Marketplace,Completed
100331,1604,2024-10-24,Web,Completed
100332,1194,2025-09-07,Mobile App,Returned
100333,1843,2024-02-01,Web,Completed
100334,1680,2024-10-16,Mobile App,Completed
100335,1327,2025-08-26,Web,Cancelled
100336,458,2023-10-08,Mobile App,Completed
100337,825,2025-12-26,Web,Completed
100338,151,2025-04-13,Mobile App,Returned
100339,613,2025-09-12,Marketplace,Cancelled
100340,931,2023-04-12,Web,Completed
100341,1226,2023-09-15,Web,Completed
100342,1537,2023-04-26,Mobile App,Completed
100343,1344,2024-01-28,Mobile App,Completed
100344,15,2024-10-23,Mobile App,Completed
100345,671,2024-10-01,Web,Cancelled
100346,1789,2025-09-06,Marketplace,Completed
100347,1187,2024-11-03,Mobile App,Completed
100348,426,2024-03-19,Web,Completed
100349,247,2024-02-27,Marketplace,Completed
100350,534,2025-09-08,Web,Completed
100351,1954,2024-10-09,Mobile App,Completed
100352,167,2024-05-11,Mobile App,Cancelled
100353,894,2025-04-11,Marketplace,Completed
100354,1316,2025-08-01,Web,Completed
100355,1106,2024-07-15,Mobile App,Completed
100356,1517,2024-06-30,Web,Completed
100357,1554,2023-04-19,Web,Completed
100358,80,2024-03-14,Mobile App,Completed
100359,61,2025-04-20,Mobile App,Completed
100360,1412,2024-10-01,Web,Completed
100361,1171,2024-06-21,Mobile App,Completed
100362,1119,2024-03-19,Mobile App,Returned
100363,654,2023-12-30,Web,Completed
100364,1382,2023-10-22,Web,Completed
100365,390,2023-07-17,Web,Completed
100366,299,2025-05-31,Web,Returned
100367,1379,2023-10-30,Mobile App,Completed
100368,910,2024-04-27,Web,Completed
100369,1908,2025-01-25,Web,Completed
100370,1997,2023-06-08,Mobile App,Cancelled
100371,1884,2025-05-19,Marketplace,Completed
100372,118,2024-05-09,Marketplace,Cancelled
100373,1898,2025-03-06,Web,Completed
100374,700,2023-06-21,Mobile App,Completed
100375,1215,2025-08-09,Marketplace,Completed
100376,908,2024-02-23,Mobile App,Completed
100377,62,2025-01-05,Mobile App,Completed
100378,1143,2025-10-07,Marketplace,Completed
100379,1823,2025-12-04,Marketplace,Completed
100380,1766,2024-02-16,Mobile App,Completed
100381,942,2024-01-18,Mobile App,Completed
100382,239,2023-06-13,Web,Completed
100383,634,2023-04-15,Web,Completed
100384,1638,2025-04-28,Mobile App,Completed
100385,1873,2024-05-08,Marketplace,Returned
100386,202,2024-08-11,Mobile App,Completed
100387,769,2024-12-14,Web,Completed
100388,1247,2023-12-20,Web,Completed
100389,401,2023-04-05,Marketplace,Completed
100390,810,2024-08-11,Web,Completed
100391,1509,2024-07-09,Web,Cancelled
100392,1720,2025-09-17,Web,Returned
100393,685,2024-08-10,Mobile App,Completed
100394,1423,2025-03-26,Mobile App,Completed
100395,1495,2025-11-23,Marketplace,Completed
100396,219,2024-12-26,Mobile App,Cancelled
100397,959,2024-09-21,Mobile App,Completed
100398,1395,2024-09-26,Web,Completed
100399,610,2023-02-04,Web,Completed
100400,90,2024-11-01,Web,Completed
100401,899,2024-12-24,Mobile App,Completed
100402,188,2023-04-26,Mobile App,Completed
100403,506,2025-01-20,Mobile App,Completed
100404,1839,2024-09-06,Web,Cancelled
100405,1085,2025-03-29,Web,Completed
100406,1235,2025-04-27,Web,Completed
100407,1032,2024-12-18,Mobile App,Completed
100408,903,2025-05-01,Mobile App,Completed
100409,1747,2025-08-04,Web,Completed
100410,421,2025-10-28,Web,Completed
100411,1994,2024-06-24,Marketplace,Returned
100412,1964,2024-11-27,Web,Completed
100413,1629,2025-06-14,Mobile App,Completed
100414,680,2024-07-09,Web,Returned
100415,357,2024-02-28,Mobile App,Completed
100416,1273,2025-05-23,Mobile App,Completed
100417,935,2024-01-07,Web,Completed
100418,834,2025-11-23,Web,Completed
100419,1847,2025-09-09,Web,Completed
100420,1574,2025-09-24,Web,Completed
100421,1509,2025-07-23,Mobile App,Completed
100422,904,2024-09-08,Mobile App,Completed
100423,1207,2024-08-07,Web,Completed
100424,318,2023-06-10,Marketplace,Completed
100425,1605,2025-06-26,Web,Completed
100426,1503,2024-05-26,Mobile App,Completed
100427,912,2024-03-21,Web,Returned
100428,818,2024-12-16,Marketplace,Completed
100429,1928,2024-02-05,Web,Completed
100430,854,2023-07-13,Mobile App,Completed
100431,507,2024-09-29,Marketplace,Completed
100432,929,2024-02-04,Mobile App,Returned
100433,1898,2024-10-14,Web,Completed
100434,1900,2024-04-15,Marketplace,Completed
100435,1299,2025-04-17,Mobile App,Completed
100436,1257,2023-05-04,Web,Completed
100437,1573,2024-12-26,Web,Cancelled
100438,177,2024-10-12,Mobile App,Returned
100439,1323,2025-10-09,Mobile App,Cancelled
100440,285,2023-09-12,Web,Completed
100441,465,2024-12-17,Mobile App,Completed
100442,762,2024-06-26,Mobile App,Completed
100443,455,2025-12-24,Marketplace,Completed
100444,1139,2025-09-21,Mobile App,Completed
100445,1692,2023-04-24,Mobile App,Completed
100446,461,2025-11-28,Web,Completed
100447,1859,2024-03-27,Mobile App,Completed
100448,1178,2025-12-18,Mobile App,Completed
100449,1975,2025-08-18,Mobile App,Completed
100450,652,2024-12-21,Marketplace,Completed
100451,1566,2025-03-15,Mobile App,Returned
100452,185,2023-04-29,Marketplace,Returned
100453,1975,2024-03-16,Mobile App,Completed
100454,1396,2023-06-20,Marketplace,Cancelled
100455,1746,2023-05-15,Web,Cancelled
100456,1959,2025-05-02,Mobile App,Completed
100457,682,2024-08-08,Web,Cancelled
100458,459,2024-08-29,Mobile App,Completed
100459,928,2025-11-28,Mobile App,Completed
100460,1004,2024-07-14,Web,Completed
100461,288,2023-04-04,Mobile App,Returned
100462,1648,2024-10-07,Mobile App,Cancelled
100463,37,2023-07-27,Mobile App,Completed
100464,1172,2024-07-17,Web,Completed
100465,1455,2024-12-15,Mobile App,Completed
100466,1327,2024-04-24,Marketplace,Completed
100467,735,2025-04-29,Web,Completed
100468,1435,2024-01-28,Mobile App,Completed
100469,1426,2024-07-15,Mobile App,Completed
100470,506,2025-12-04,Web,Completed
100471,644,2025-08-15,Web,Completed
100472,1690,2025-10-28,Web,Cancelled
100473,1088,2025-05-16,Mobile App,Completed
100474,935,2025-04-23,Mobile App,Completed
100475,169,2024-03-22,Mobile App,Completed
100476,1519,2024-01-12,Web,Completed
100477,537,2024-11-05,Mobile App,Completed
100478,1567,2024-11-03,Web,Completed
100479,1841,2024-03-19,Marketplace,Completed
100480,1121,2025-09-24,Mobile App,Completed
100481,1107,2024-06-22,Mobile App,Returned
100482,620,2025-05-16,Mobile App,Completed
100483,1678,2025-02-09,Mobile App,Returned
100484,435,2023-08-24,Marketplace,Completed
100485,172,2025-10-25,Mobile App,Completed
100486,1493,2024-11-20,Web,Completed
100487,1169,2025-08-15,Web,Cancelled
100488,257,2024-08-06,Web,Completed
100489,269,2024-03-17,Mobile App,Completed
100490,1524,2025-07-14,Mobile App,Completed
100491,677,2024-05-21,Web,Completed
100492,580,2023-03-05,Web,Completed
100493,555,2025-01-21,Web,Completed
100494,1235,2025-07-25,Marketplace,Completed
100495,869,2025-05-14,Mobile App,Completed
100496,84,2024-07-27,Marketplace,Completed
100497,1144,2024-08-09,Mobile App,Completed
100498,1031,2024-02-02,Web,Completed
100499,451,2023-12-27,Marketplace,Completed
100500,1201,2024-07-11,Mobile App,Returned
100501,1788,2023-08-08,Mobile App,Completed
100502,1748,2025-10-14,Web,Completed
100503,1073,2024-10-02,Web,Completed
100504,507,2025-08-16,Marketplace,Completed
100505,229,2024-12-26,Mobile App,Completed
100506,1545,2023-05-12,Mobile App,Completed
100507,1466,2025-09-28,Mobile App,Cancelled
100508,1932,2024-04-12,Web,Completed
100509,1914,2024-08-05,Marketplace,Completed
100510,449,2025-01-25,Web,Returned
100511,659,2025-09-22,Web,Completed
100512,1730,2023-06-26,Mobile App,Completed
100513,1331,2025-07-24,Mobile App,Completed
100514,905,2023-08-29,Mobile App,Completed
100515,1461,2025-03-03,Web,Completed
100516,776,2024-06-07,Marketplace,Completed
100517,517,2023-07-18,Web,Completed
100518,343,2025-04-02,Web,Completed
100519,879,2024-06-26,Web,Completed
100520,112,2024-10-29,Mobile App,Completed
100521,1902,2024-08-08,Mobile App,Completed
100522,1067,2025-09-18,Mobile App,Completed
100523,1126,2025-02-20,Web,Completed
100524,494,2024-10-23,Mobile App,Completed
100525,578,2023-10-27,Web,Cancelled
100526,1291,2024-08-17,Web,Returned
100527,1199,2024-09-25,Web,Cancelled
100528,1746,2023-08-12,Web,Completed
100529,60,2023-06-03,Web,Completed
100530,1235,2023-10-28,Web,Completed
100531,836,2024-09-16,Mobile App,Completed
100532,182,2025-03-19,Web,Completed
100533,2000,2025-03-19,Web,Completed
100534,824,2025-06-12,Web,Cancelled
100535,22,2023-03-15,Web,Completed
100536,837,2024-11-22,Mobile App,Completed
100537,1052,2025-10-11,Mobile App,Returned
100538,1212,2025-04-16,Marketplace,Completed
100539,1138,2023-08-25,Web,Completed
100540,93,2024-03-14,Web,Completed
100541,1297,2023-11-23,Web,Completed
100542,991,2025-12-05,Web,Completed
100543,1267,2025-04-13,Mobile App,Completed
100544,375,2025-02-12,Mobile App,Completed
100545,1144,2023-01-22,Mobile App,Completed
100546,1021,2023-12-17,Web,Completed
100547,1060,2024-01-26,Web,Completed
100548,368,2025-05-11,Web,Completed
100549,434,2024-05-19,Web,Returned
100550,655,2025-07-21,Marketplace,Completed
100551,1125,2023-08-02,Mobile App,Returned
100552,155,2023-08-17,Web,Completed
100553,1530,2025-07-24,Mobile App,Completed
100554,1316,2023-08-27,Web,Completed
100555,109,2024-06-22,Mobile App,Completed
100556,1852,2025-07-02,Mobile App,Completed
100557,1004,2023-08-07,Mobile App,Cancelled
100558,858,2024-06-19,Marketplace,Completed
100559,647,2023-05-06,Mobile App,Completed
100560,361,2025-05-25,Marketplace,Completed
100561,922,2025-08-13,Marketplace,Cancelled
100562,1673,2025-03-05,Web,Completed
100563,1761,2024-08-23,Web,Completed
100564,252,2023-04-13,Web,Completed
100565,1185,2025-03-03,Web,Completed
100566,1851,2025-06-08,Mobile App,Completed
100567,1243,2023-06-29,Marketplace,Completed
100568,1090,2024-01-20,Web,Completed
100569,1707,2024-07-01,Web,Completed
100570,414,2023-08-04,Mobile App,Completed
100571,1613,2025-07-02,Web,Completed
100572,226,2024-09-19,Mobile App,Returned
100573,1965,2024-07-11,Mobile App,Completed
100574,34,2024-11-06,Mobile App,Completed
100575,846,2023-09-06,Web,Cancelled
100576,728,2024-06-03,Mobile App,Completed
100577,1316,2023-06-29,Marketplace,Completed
100578,711,2024-07-26,Web,Completed
100579,86,2023-12-18,Mobile App,Completed
100580,1860,2024-01-23,Mobile App,Returned
100581,351,2024-09-08,Mobile App,Cancelled
100582,351,2025-02-07,Mobile App,Completed
100583,1469,2024-04-03,Mobile App,Completed
100584,743,2024-11-26,Mobile App,Completed
100585,1668,2023-05-20,Web,Returned
100586,1453,2023-03-06,Web,Completed
100587,1746,2024-11-01,Marketplace,Completed
100588,198,2025-07-04,Mobile App,Completed
100589,844,2023-08-20,Mobile App,Completed
100590,563,2024-05-18,Web,Completed
100591,1718,2025-04-30,Web,Completed
100592,266,2023-05-03,Web,Returned
100593,1039,2024-10-05,Web,Returned
100594,1797,2023-02-04,Mobile App,Returned
100595,1321,2024-06-09,Mobile App,Completed
100596,1610,2025-02-20,Web,Completed
100597,1589,2025-08-12,Mobile App,Completed
100598,445,2024-05-01,Marketplace,Completed
100599,1789,2024-09-04,Mobile App,Completed
100600,277,2025-02-21,Marketplace,Completed
100601,1753,2024-06-20,Web,Completed
100602,726,2025-08-12,Marketplace,Completed
100603,1491,2024-09-26,Web,Completed
100604,141,2023-07-30,Mobile App,Completed
100605,901,2024-06-25,Mobile App,Returned
100606,263,2024-06-29,Mobile App,Completed
100607,856,2023-10-25,Mobile App,Completed
100608,643,2025-08-25,Web,Returned
100609,1745,2024-02-29,Mobile App,Completed
100610,1021,2025-03-22,Web,Completed
100611,1705,2024-10-06,Marketplace,Completed
100612,130,2025-11-03,Marketplace,Returned
100613,1562,2023-06-25,Mobile App,Completed
100614,999,2025-08-07,Web,Completed
100615,1804,2025-08-07,Web,Completed
100616,1739,2024-10-24,Web,Completed
100617,1509,2024-10-10,Web,Completed
100618,1189,2023-06-20,Web,Returned
100619,1521,2024-12-19,Web,Completed
100620,218,2024-02-29,Marketplace,Completed
100621,1457,2024-07-10,Mobile App,Completed
100622,1785,2023-06-18,Web,Returned
100623,1090,2023-12-04,Mobile App,Completed
100624,735,2024-01-11,Web,Returned
100625,515,2023-04-10,Mobile App,Completed
100626,422,2025-06-20,Mobile App,Completed
100627,1557,2025-04-04,Mobile App,Cancelled
100628,469,2024-02-24,Mobile App,Completed
100629,968,2023-04-23,Web,Completed
100630,247,2023-12-13,Marketplace,Cancelled
100631,50,2023-04-14,Mobile App,Cancelled
100632,1301,2025-10-07,Web,Cancelled
100633,1792,2024-04-26,Mobile App,Completed
100634,1279,2025-09-02,Web,Completed
100635,459,2025-08-01,Web,Completed
100636,205,2024-12-17,Web,Returned
100637,606,2024-10-25,Mobile App,Completed
100638,916,2025-05-21,Mobile App,Cancelled
100639,1831,2024-05-03,Web,Completed
100640,419,2023-01-14,Mobile App,Completed
100641,1399,2024-09-11,Web,Completed
100642,1380,2024-02-02,Web,Completed
100643,266,2024-08-31,Web,Returned
100644,339,2024-01-02,Web,Cancelled
100645,1730,2024-09-21,Mobile App,Completed
100646,426,2025-11-03,Mobile App,Completed
100647,1664,2025-01-08,Web,Completed
100648,982,2024-07-20,Web,Completed
100649,321,2024-11-15,Mobile App,Completed
100650,1886,2023-09-19,Web,Completed
100651,1601,2024-08-14,Mobile App,Completed
100652,519,2024-11-19,Web,Cancelled
100653,376,2023-09-05,Web,Completed
100654,1954,2024-02-18,Marketplace,Completed
100655,958,2025-10-14,Web,Completed
100656,754,2023-02-14,Web,Completed
