order_item_id,order_id,product_id,quantity,unit_price,discount
245,100146,862,3,62.4,0.0
246,100147,941,1,71.32,0.0
247,100147,691,3,221.04,0.0
248,100148,368,4,109.03,0.0
249,100148,866,1,1247.85,0.1
250,100148,913,2,180.65,0.15
251,100149,626,4,175.54,0.15
252,100149,931,4,102.79,0.05
253,100149,1115,2,62.38,0.0
254,100150,647,1,434.44,0.15
255,100150,356,4,18.57,0.05
256,100151,205,4,76.84,0.0
257,100151,154,3,84.53,0.0
258,100151,1155,2,54.63,0.0
259,100152,360,4,264.13,0.0
260,100153,407,2,536.23,0.0
261,100153,391,3,485.4,0.15
262,100153,323,1,72.64,0.0
263,100154,299,4,1204.07,0.0
264,100155,391,1,571.06,0.0
265,100155,1084,2,441.39,0.0
266,100156,149,1,74.57,0.05
267,100157,357,2,203.79,0.0
268,100157,1053,3,35.93,0.0
269,100158,679,4,1075.53,0.15
270,100158,39,3,231.92,0.05
271,100158,44,4,45.63,0.0
272,100158,432,1,471.76,0.1
273,100159,450,2,215.62,0.05
274,100159,323,1,65.38,0.1
275,100159,1125,3,22.63,0.0
276,100160,973,1,598.36,0.0
277,100161,955,2,35.79,0.0
278,100162,720,4,136.51,0.05
279,100163,83,2,170.17,0.05
280,100163,366,4,108.46,0.1
281,100164,1086,1,98.69,0.0
282,100164,374,1,93.73,0.0
283,100164,903,4,196.54,0.0
284,100164,703,2,17.44,0.0
285,100165,1115,2,62.38,0.0
286,100165,37,2,35.02,0.05
287,100165,423,3,298.41,0.0
288,100166,491,1,10.52,0.05
289,100166,168,4,71.54,0.1
290,100166,345,1,112.58,0.05
291,100166,119,1,430.34,0.1
292,100167,13,2,205.06,0.1
293,100168,333,1,79.72,0.0
294,100168,563,2,88.33,0.0
295,100169,286,3,689.62,0.0
296,100169,671,1,107.07,0.0
297,100169,1191,4,66.26,0.05
298,100170,653,3,125.26,0.1
299,100171,1013,2,99.83,0.0
300,100171,343,1,93.03,0.0
301,100171,131,4,23.95,0.0
302,100172,333,1,79.72,0.0
303,100173,943,4,188.9,0.0
304,100174,1174,4,88.3,0.0
305,100175,841,2,44.27,0.0
306,100175,731,4,65.45,0.05
307,100175,695,4,44.87,0.1
308,100176,491,4,10.52,0.05
309,100176,225,1,504.76,0.1
310,100176,20,2,127.76,0.0
311,100177,343,3,93.03,0.0
312,100178,504,2,11.21,0.0
313,100178,1,1,26.93,0.05
314,100179,801,2,16.14,0.05
315,100180,446,2,306.83,0.0
316,100180,451,3,185.34,0.0
317,100181,948,4,36.43,0.0
318,100181,704,1,312.77,0.0
319,100181,870,1,139.59,0.0
320,100182,865,2,210.34,0.05
321,100183,1115,1,62.38,0.0
322,100184,868,2,142.87,0.05
323,100185,423,2,298.41,0.0
324,100186,775,4,209.2,0.05
325,100187,360,2,264.13,0.0
326,100188,180,4,255.29,0.05
327,100188,28,1,41.54,0.0
328,100188,672,1,292.24,0.0
329,100189,868,2,150.39,0.0
330,100189,598,3,141.23,0.0
331,100189,353,4,34.72,0.0
332,100190,88,3,72.31,0.0
333,100190,1115,3,62.38,0.0
334,100190,366,4,120.51,0.0
335,100191,299,3,1204.07,0.0
336,100192,1175,4,1073.88,0.0
337,100192,410,1,572.45,0.0
338,100193,1090,4,86.76,0.0
339,100194,174,3,114.62,0.05
340,100194,193,4,186.86,0.15
341,100195,999,2,229.34,0.0
342,100196,689,2,43.44,0.0
343,100197,853,3,39.62,0.0
344,100197,758,2,157.04,0.0
345,100198,287,3,186.29,0.05
346,100198,990,3,40.09,0.0
347,100198,185,3,823.9,0.0
348,100198,944,3,507.2,0.05
349,100199,911,2,515.35,0.1
350,100199,250,3,1237.08,0.05
351,100199,8,1,6.38,0.0
352,100200,718,4,27.13,0.0
353,100200,597,2,157.2,0.0
354,100200,163,4,129.54,0.05
355,100201,197,1,397.2,0.05
356,100202,262,3,123.24,0.0
357,100202,1186,2,153.84,0.0
358,100202,366,4,114.48,0.05
359,100203,870,4,125.63,0.1
360,100204,582,4,265.87,0.1
361,100205,77,3,8.04,0.0
362,100205,418,4,104.26,0.0
363,100205,46,1,7.05,0.05
364,100206,254,3,171.19,0.0
365,100206,1144,1,240.92,0.05
366,100207,447,4,319.01,0.0
367,100208,985,4,515.73,0.05
368,100209,965,2,100.34,0.0
369,100209,302,1,64.18,0.05
370,100209,391,1,571.06,0.0
371,100210,116,2,149.17,0.0
372,100211,341,1,398.1,0.0
373,100211,159,3,24.35,0.1
374,100212,650,3,491.46,0.05
375,100213,839,4,168.81,0.1
376,100213,767,4,134.39,0.0
377,100214,863,3,230.14,0.05
378,100215,467,1,39.53,0.05
379,100215,1097,3,126.84,0.0
380,100216,1153,1,65.05,0.0
381,100217,1048,1,160.66,0.0
382,100218,464,1,446.21,0.05
383,100219,79,4,1494.33,0.0
384,100219,266,4,342.12,0.0
385,100220,878,1,1029.41,0.0
386,100220,566,4,83.99,0.0
387,100221,723,2,365.43,0.05
388,100221,252,4,448.09,0.0
389,100221,800,4,176.38,0.05
390,100222,238,2,99.59,0.15
391,100223,309,1,360.33,0.0
392,100224,187,2,215.3,0.0
393,100225,201,2,90.24,0.0
394,100226,568,1,15.61,0.0
395,100227,490,4,1242.3,0.0
396,100227,592,2,25.14,0.0
397,100228,1151,1,122.63,0.05
398,100228,852,1,284.0,0.0
399,100229,29,2,160.89,0.0
400,100229,474,3,221.51,0.0
401,100230,209,3,13.19,0.0
402,100231,690,3,11.26,0.15
403,100232,948,4,36.43,0.0
404,100232,564,2,182.14,0.05
405,100232,579,1,221.14,0.15
406,100233,282,2,103.98,0.0
407,100233,878,1,1029.41,0.0
408,100233,828,1,77.19,0.0
409,100234,606,3,525.98,0.0
410,100234,164,2,581.87,0.0
411,100234,404,4,205.03,0.0
412,100235,592,3,25.14,0.0
413,100236,502,1,134.34,0.0
414,100236,172,1,171.78,0.05
415,100236,731,4,68.89,0.0
416,100237,190,2,549.37,0.05
417,100238,301,2,60.04,0.0
418,100239,425,3,71.47,0.05
419,100240,256,3,1115.28,0.05
420,100241,1085,2,291.32,0.0
421,100242,1032,3,158.89,0.0
422,100242,259,1,950.47,0.1
423,100243,792,3,483.4,0.0
424,100244,965,2,100.34,0.0
425,100245,432,1,524.18,0.0
426,100245,1080,1,443.34,0.0
427,100246,287,1,196.1,0.0
428,100246,599,3,49.23,0.15
429,100246,1046,4,99.12,0.1
430,100247,953,3,22.76,0.05
431,100247,37,1,36.86,0.0
432,100247,494,1,369.35,0.0
433,100248,131,4,23.95,0.0
434,100248,684,1,20.39,0.0
435,100249,756,3,70.58,0.0
436,100249,308,2,19.72,0.05
437,100250,28,4,37.39,0.1
438,100250,67,2,43.84,0.05
439,100251,1156,3,10.9,0.0
440,100251,955,2,35.79,0.0
441,100252,415,1,15.85,0.05
442,100253,278,1,557.62,0.0
443,100253,258,1,48.05,0.05
444,100254,1112,2,113.2,0.05
445,100255,173,1,6.47,0.15
446,100255,909,4,226.19,0.0
447,100255,29,1,160.89,0.0
448,100256,1046,3,104.62,0.05
449,100256,362,1,220.14,0.0
450,100257,1048,2,160.66,0.0
451,100258,34,1,454.48,0.1
452,100258,888,4,88.44,0.1
453,100259,1165,4,12.4,0.0
454,100260,1074,2,216.56,0.0
455,100260,929,2,9.82,0.05
456,100261,1090,1,86.76,0.0
457,100262,995,3,195.38,0.05
458,100263,91,3,124.02,0.0
459,100263,1065,3,282.06,0.0
460,100264,141,4,914.46,0.0
461,100265,135,1,7.67,0.0
462,100266,794,2,27.74,0.0
463,100266,651,3,57.95,0.0
464,100267,738,3,63.45,0.0
465,100268,700,1,73.92,0.15
466,100268,78,4,465.03,0.05
467,100268,1030,1,308.9,0.0
468,100269,737,4,46.76,0.0
469,100269,597,2,157.2,0.0
470,100270,503,2,238.55,0.0
471,100270,902,3,515.07,0.0
472,100270,32,1,49.92,0.1
473,100271,616,2,552.33,0.0
474,100272,449,4,84.54,0.0
475,100272,749,1,240.77,0.05
476,100272,1091,1,179.13,0.0
477,100273,251,2,60.06,0.0
478,100273,252,4,425.69,0.05
479,100274,8,3,6.38,0.0
480,100274,52,3,59.22,0.05
481,100274,30,4,5.18,0.0
482,100274,213,3,376.86,0.15
483,100275,697,4,9.32,0.1
484,100275,269,1,19.38,0.05
485,100276,706,3,96.12,0.0
486,100277,931,4,108.2,0.0
487,100277,992,2,190.11,0.15
488,100278,655,4,49.76,0.0
489,100279,1110,4,227.85,0.0
490,100279,257,4,82.64,0.05
491,100280,146,3,26.76,0.05
492,100280,582,2,251.1,0.15
493,100280,639,2,70.42,0.0
494,100281,753,3,81.8,0.15
495,100281,10,2,57.42,0.1
496,100282,136,3,385.8,0.0
497,100282,790,4,15.42,0.0
498,100283,99,4,25.99,0.15
499,100283,880,4,24.51,0.0
500,100283,707,3,228.06,0.0
501,100283,790,4,15.42,0.0
502,100284,286,4,620.66,0.1
503,100285,481,3,155.57,0.1
504,100285,652,2,21.05,0.1
505,100286,982,3,191.67,0.0
506,100286,981,4,150.46,0.0
507,100287,413,1,248.29,0.1
508,100287,276,4,88.42,0.0
509,100288,661,4,33.37,0.0
510,100288,912,1,33.82,0.15
511,100288,491,1,10.52,0.05
512,100289,85,3,65.1,0.0
513,100290,538,4,65.55,0.0
514,100291,187,3,183.0,0.15
515,100292,820,2,351.94,0.05
516,100292,1031,1,60.46,0.0
517,100293,1045,1,44.77,0.1
518,100293,817,4,50.02,0.0
519,100293,537,2,51.61,0.15
520,100294,991,1,206.47,0.15
521,100295,62,4,77.97,0.0
522,100295,204,1,17.79,0.1
523,100296,275,3,148.73,0.0
524,100297,64,3,56.67,0.0
525,100297,214,3,11.49,0.0
526,100298,804,1,478.8,0.0
527,100299,675,3,189.95,0.0
528,100300,771,3,188.25,0.0
529,100301,1028,3,128.67,0.0
530,100302,460,2,142.33,0.0
531,100303,648,3,1129.21,0.15
532,100304,1096,2,79.13,0.0
533,100305,20,4,127.76,0.0
534,100306,5,1,11.74,0.05
535,100307,784,3,421.95,0.0
536,100308,367,4,22.37,0.0
537,100308,835,3,29.77,0.05
538,100309,619,2,199.34,0.05
539,100310,303,2,93.85,0.0
540,100311,564,3,191.73,0.0
541,100312,1180,1,31.88,0.0
542,100313,601,3,130.25,0.0
543,100313,500,4,6.54,0.0
544,100314,1068,1,106.6,0.0
545,100314,130,2,173.92,0.0
546,100314,805,3,13.74,0.1
547,100315,412,2,74.18,0.05
548,100315,521,1,66.22,0.1
549,100315,776,1,116.5,0.1
550,100316,234,2,231.77,0.0
551,100317,321,3,271.67,0.0
552,100318,660,3,30.69,0.0
553,100319,16,4,506.05,0.0
554,100319,239,3,779.12,0.0
555,100320,767,4,120.95,0.1
556,100320,1172,3,191.47,0.05
557,100321,107,4,946.6,0.0
558,100321,233,3,185.08,0.15
559,100321,83,4,161.22,0.1
560,100321,128,1,184.83,0.0
561,100322,252,4,425.69,0.05
562,100322,856,3,19.26,0.0
563,100323,218,4,48.45,0.0
564,100324,817,4,50.02,0.0
565,100324,653,2,139.18,0.0
566,100324,1153,3,61.8,0.05
567,100325,402,3,477.77,0.0
568,100326,798,3,105.93,0.0
569,100326,43,2,398.43,0.1
570,100327,546,2,85.25,0.05
571,100328,401,4,103.34,0.0
572,100329,717,1,4.64,0.1
573,100330,1115,4,62.38,0.0
574,100331,573,1,181.83,0.0
575,100331,89,2,46.61,0.0
576,100332,195,1,349.45,0.0
577,100333,1080,4,443.34,0.0
578,100334,81,1,542.38,0.0
579,100334,503,3,238.55,0.0
580,100334,796,3,76.57,0.0
581,100334,292,3,65.84,0.0
582,100335,770,1,18.41,0.0
583,100335,880,4,24.51,0.0
584,100336,83,1,179.13,0.0
585,100337,1120,3,1244.78,0.0
586,100338,397,2,1426.15,0.0
587,100339,835,1,29.77,0.05
588,100339,620,2,60.07,0.0
589,100339,609,4,60.76,0.05
590,100340,1094,1,59.76,0.0
591,100340,693,4,214.26,0.1
592,100340,1010,3,168.9,0.15
593,100341,938,1,111.95,0.05
594,100342,369,4,126.33,0.0
595,100343,504,1,10.65,0.05
596,100344,880,1,23.28,0.05
597,100344,226,3,70.72,0.0
598,100345,161,1,37.23,0.1
599,100345,660,2,30.69,0.0
600,100345,333,1,79.72,0.0
601,100346,150,1,284.67,0.15
602,100347,610,3,220.99,0.0
603,100347,829,3,229.47,0.0
604,100348,673,4,63.98,0.1
605,100349,529,4,113.56,0.0
606,100349,40,2,387.93,0.15
607,100349,898,1,410.54,0.15
608,100350,1038,4,409.43,0.0
609,100351,726,2,469.31,0.0
610,100352,452,4,103.68,0.0
611,100352,813,1,322.99,0.05
612,100353,725,1,78.49,0.0
613,100353,107,3,946.6,0.0
614,100354,443,3,339.88,0.0
615,100354,908,3,310.57,0.05
616,100355,4,3,121.37,0.0
617,100355,777,1,74.31,0.0
618,100356,567,4,52.28,0.0
619,100357,405,3,67.57,0.05
620,100357,986,2,398.94,0.0
621,100357,95,3,157.75,0.0
622,100358,843,1,34.59,0.0
623,100359,288,3,74.71,0.0
624,100359,961,3,29.9,0.0
625,100360,312,3,70.94,0.1
626,100361,1111,1,329.22,0.0
627,100362,679,2,1265.33,0.0
628,100363,1007,1,427.07,0.0
629,100364,510,4,440.2,0.1
630,100365,1166,1,242.56,0.0
631,100366,473,1,193.1,0.0
632,100367,1037,1,168.93,0.05
633,100368,1,2,25.52,0.1
634,100368,1073,1,14.04,0.05
635,100369,1022,3,19.71,0.0
636,100369,258,4,50.58,0.0
637,100370,562,1,802.39,0.0
638,100371,519,1,1293.6,0.0
639,100371,518,1,104.29,0.0
640,100372,298,2,56.72,0.0
641,100372,1055,1,326.83,0.15
642,100372,722,1,301.39,0.0
643,100373,49,3,57.76,0.0
644,100374,939,3,275.0,0.0
645,100375,445,3,989.12,0.0
646,100376,959,2,450.21,0.1
647,100376,293,3,55.43,0.15
648,100377,411,4,48.84,0.0
649,100378,954,1,55.85,0.1
650,100378,424,1,79.36,0.0
651,100378,129,1,238.46,0.0
652,100379,1141,4,159.93,0.05
653,100380,284,2,125.9,0.0
654,100381,778,1,202.22,0.1
655,100381,775,3,220.21,0.0
656,100382,315,2,568.19,0.0
657,100382,75,1,525.7,0.0
658,100383,147,4,158.5,0.0
659,100384,976,2,235.69,0.0
660,100385,929,1,10.34,0.0
661,100385,61,2,1407.38,0.0
662,100385,494,2,369.35,0.0
663,100386,891,3,147.69,0.1
664,100387,521,1,69.9,0.05
665,100388,964,4,33.31,0.05
666,100388,257,3,82.64,0.05
667,100388,912,4,39.79,0.0
668,100389,240,1,75.75,0.0
669,100389,1098,1,31.58,0.05
670,100390,631,4,53.52,0.0
671,100390,1033,2,471.93,0.05
672,100390,64,2,56.67,0.0
673,100391,609,4,57.56,0.1
674,100392,517,2,66.1,0.1
675,100392,1189,4,159.76,0.05
676,100393,49,1,51.98,0.1
677,100393,967,1,130.74,0.0
678,100394,735,4,146.06,0.15
679,100395,895,4,27.33,0.0
680,100395,629,4,297.09,0.0
681,100395,1119,4,107.5,0.15
682,100396,381,2,38.62,0.0
683,100396,835,4,29.77,0.05
684,100397,291,1,125.2,0.0
685,100398,836,1,218.18,0.0
686,100398,580,2,133.18,0.05
687,100399,1146,1,189.99,0.0
688,100399,347,4,31.56,0.0
689,100399,243,2,131.25,0.0
690,100400,430,3,66.72,0.1
691,100401,489,4,193.66,0.0
692,100401,357,1,193.6,0.05
693,100401,949,3,146.01,0.05
694,100402,537,2,60.72,0.0
695,100403,996,4,538.6,0.0
696,100403,431,2,163.29,0.0
697,100403,312,3,74.88,0.05
698,100404,480,3,430.49,0.0
699,100405,518,2,104.29,0.0
700,100405,643,1,286.45,0.1
701,100406,181,1,153.64,0.1
702,100406,210,3,138.82,0.05
703,100406,1037,4,160.04,0.1
704,100407,998,1,323.15,0.0
705,100408,1164,1,728.86,0.05
706,100408,338,3,298.8,0.05
707,100409,420,2,56.59,0.0
708,100409,626,3,185.87,0.1
709,100409,767,1,134.39,0.0
710,100410,1024,1,638.11,0.05
711,100410,818,3,227.12,0.0
712,100410,318,2,1144.25,0.05
713,100411,987,1,67.92,0.05
714,100412,16,4,455.44,0.1
715,100412,715,4,303.83,0.05
716,100412,1169,2,96.72,0.05
717,100412,1194,4,47.52,0.0
718,100413,453,3,427.72,0.0
719,100413,1194,4,47.52,0.0
720,100413,174,3,108.59,0.1
721,100414,898,1,458.84,0.05
722,100414,49,1,57.76,0.0
723,100415,868,3,150.39,0.0
724,100416,925,3,71.84,0.0
725,100416,223,4,27.66,0.1
726,100417,980,1,161.43,0.0
727,100417,56,1,81.57,0.1
728,100418,1092,1,138.2,0.1
729,100419,210,1,146.13,0.0
730,100420,887,1,359.86,0.05
731,100421,648,1,1129.21,0.15
732,100422,1160,1,325.64,0.0
733,100423,770,4,17.49,0.05
734,100424,591,2,320.72,0.05
735,100424,909,4,226.19,0.0
736,100425,1129,2,64.35,0.1
737,100426,122,1,20.18,0.0
738,100427,51,1,82.07,0.15
739,100428,1,2,28.35,0.0
740,100429,291,4,112.68,0.1
741,100430,1035,4,377.77,0.0
742,100430,290,2,352.2,0.0
743,100431,790,1,15.42,0.0
744,100432,1024,1,671.69,0.0
745,100432,90,4,53.33,0.0
746,100433,134,1,239.41,0.0
747,100434,522,4,130.91,0.0
748,100435,632,4,928.59,0.1
749,100436,423,1,298.41,0.0
750,100436,883,2,37.63,0.05
751,100437,416,4,188.75,0.05
752,100437,312,4,78.82,0.0
753,100438,866,4,1247.85,0.1
754,100438,898,1,458.84,0.05
755,100438,1054,4,129.1,0.1
756,100439,499,3,160.95,0.05
757,100440,1025,1,36.92,0.15
758,100440,92,4,268.26,0.1
759,100440,212,3,37.69,0.0
760,100441,944,4,533.89,0.0
761,100441,604,2,157.42,0.0
762,100441,202,3,16.08,0.15
763,100441,168,4,75.52,0.05
764,100442,1116,4,117.3,0.0
765,100443,875,2,660.73,0.0
766,100444,803,3,816.77,0.0
767,100444,689,2,41.27,0.05
768,100445,942,3,625.35,0.0
769,100446,1180,1,31.88,0.0
770,100446,983,4,170.3,0.0
771,100447,1109,4,19.62,0.05
772,100447,275,2,141.29,0.05
773,100447,163,1,122.72,0.1
774,100448,914,4,417.86,0.0
775,100448,143,3,16.14,0.0
776,100449,322,3,132.11,0.15
777,100450,171,2,22.89,0.15
778,100450,121,2,129.64,0.05
779,100450,1154,1,9.03,0.0
780,100451,39,4,244.13,0.0
781,100452,756,1,59.99,0.15
782,100452,958,3,64.12,0.05
783,100453,860,2,217.37,0.0
784,100454,1013,1,99.83,0.0
785,100454,850,1,511.05,0.1
786,100454,738,1,53.93,0.15
787,100454,437,4,117.91,0.1
788,100455,567,1,52.28,0.0
789,100455,953,3,23.96,0.0
790,100456,889,3,42.51,0.0
791,100457,245,1,123.24,0.05
792,100457,1161,2,95.21,0.0
793,100458,414,1,51.31,0.1
794,100458,580,3,140.19,0.0
795,100458,459,4,222.91,0.0
796,100459,679,4,1075.53,0.15
797,100459,198,2,55.33,0.0
798,100459,1095,1,21.79,0.0
799,100460,182,1,166.21,0.0
800,100460,290,4,334.59,0.05
801,100460,665,2,32.45,0.1
802,100461,641,1,204.16,0.1
803,100462,215,2,6.08,0.05
804,100463,392,2,91.15,0.05
805,100463,861,4,62.73,0.1
806,100464,68,3,46.84,0.0
807,100464,994,2,1440.19,0.0
808,100465,869,2,199.13,0.0
809,100466,983,1,153.27,0.1
810,100467,717,1,5.16,0.0
811,100468,1195,1,316.24,0.0
